[ 2026-04-10 08:16:25,561 ] 164 numexpr.utils - INFO - NumExpr defaulting to 14 threads.
[ 2026-04-10 08:16:26,942 ] 19 root - INFO - Initiate the data ingestion
[ 2026-04-10 08:16:45,649 ] 67 root - INFO - Performed train test split on the dataframe
[ 2026-04-10 08:16:45,649 ] 68 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-04-10 08:16:45,650 ] 71 root - INFO - Exporting train and test file path.
[ 2026-04-10 08:16:45,704 ] 77 root - INFO - Exported train and test file path.
[ 2026-04-10 08:16:45,705 ] 21 root - INFO - Data Initiation completed
[ 2026-04-10 08:16:45,711 ] 26 root - INFO - Intitate the data validation
[ 2026-04-10 08:16:45,793 ] 33 root - INFO - Required number of columns:2
[ 2026-04-10 08:16:45,794 ] 34 root - INFO - Dataframe has columns;31
[ 2026-04-10 08:16:45,794 ] 33 root - INFO - Required number of columns:2
[ 2026-04-10 08:16:45,794 ] 34 root - INFO - Dataframe has columns;31
[ 2026-04-10 08:16:45,925 ] 28 root - INFO - Data validation completed
[ 2026-04-10 08:16:45,925 ] 32 root - INFO - Data Transformation started
[ 2026-04-10 08:16:45,925 ] 49 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-04-10 08:16:45,925 ] 51 root - INFO - Starting Data Transformation
[ 2026-04-10 08:16:45,950 ] 34 root - INFO - Entered get_data_transformer object method of Transformation class
[ 2026-04-10 08:16:45,950 ] 39 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-04-10 08:16:45,967 ] 50 root - INFO - Entered the save_object method of MainUtils class
[ 2026-04-10 08:16:45,973 ] 54 root - INFO - Exited the save_object method of MainUtils class
[ 2026-04-10 08:16:45,974 ] 36 root - INFO - Data Transformation completed
[ 2026-04-10 08:16:45,975 ] 38 root - INFO - Model Training sstared
[ 2026-04-10 08:19:17,573 ] 50 root - INFO - Entered the save_object method of MainUtils class
[ 2026-04-10 08:19:17,573 ] 54 root - INFO - Exited the save_object method of MainUtils class
[ 2026-04-10 08:19:17,573 ] 106 root - INFO - Model Trainer Artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\04_10_202608_16_25\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9909322465613857, precision_score=0.9876116978066612, recall_score=0.994275199345737), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9788235294117648, precision_score=0.9719626168224299, recall_score=0.985781990521327))
[ 2026-04-10 08:19:17,576 ] 43 root - INFO - Model Training artifact created
