[ 2026-04-10 13:17:25,143 ] 164 numexpr.utils - INFO - NumExpr defaulting to 14 threads.
[ 2026-04-10 13:17:28,506 ] 19 root - INFO - Initiate the data ingestion
[ 2026-04-10 13:19:01,759 ] 67 root - INFO - Performed train test split on the dataframe
[ 2026-04-10 13:19:01,759 ] 68 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-04-10 13:19:01,759 ] 71 root - INFO - Exporting train and test file path.
[ 2026-04-10 13:19:01,795 ] 77 root - INFO - Exported train and test file path.
[ 2026-04-10 13:19:01,795 ] 21 root - INFO - Data Initiation completed
[ 2026-04-10 13:19:01,799 ] 26 root - INFO - Intitate the data validation
[ 2026-04-10 13:19:01,874 ] 33 root - INFO - Required number of columns:2
[ 2026-04-10 13:19:01,874 ] 34 root - INFO - Dataframe has columns;31
[ 2026-04-10 13:19:01,874 ] 33 root - INFO - Required number of columns:2
[ 2026-04-10 13:19:01,874 ] 34 root - INFO - Dataframe has columns;31
[ 2026-04-10 13:19:01,961 ] 28 root - INFO - Data validation completed
[ 2026-04-10 13:19:01,961 ] 32 root - INFO - Data Transformation started
[ 2026-04-10 13:19:01,961 ] 49 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-04-10 13:19:01,961 ] 51 root - INFO - Starting Data Transformation
[ 2026-04-10 13:19:01,980 ] 34 root - INFO - Entered get_data_transformer object method of Transformation class
[ 2026-04-10 13:19:01,980 ] 39 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-04-10 13:19:01,990 ] 50 root - INFO - Entered the save_object method of MainUtils class
[ 2026-04-10 13:19:01,994 ] 54 root - INFO - Exited the save_object method of MainUtils class
[ 2026-04-10 13:19:01,995 ] 36 root - INFO - Data Transformation completed
[ 2026-04-10 13:19:01,995 ] 38 root - INFO - Model Training sstared
[ 2026-04-10 13:19:40,512 ] 50 root - INFO - Entered the save_object method of MainUtils class
[ 2026-04-10 13:19:40,513 ] 54 root - INFO - Exited the save_object method of MainUtils class
[ 2026-04-10 13:19:40,513 ] 119 root - INFO - Model Trainer Artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\04_10_202613_17_25\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9913784359468506, precision_score=0.9900729335494327, recall_score=0.9926873857404022), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9742143432715552, precision_score=0.96875, recall_score=0.979740680713128))
[ 2026-04-10 13:19:40,518 ] 43 root - INFO - Model Training artifact created
