[ 2026-04-10 13:14:49,959 ] 164 numexpr.utils - INFO - NumExpr defaulting to 14 threads.
[ 2026-04-10 13:14:52,829 ] 19 root - INFO - Initiate the data ingestion
[ 2026-04-10 13:16:04,412 ] 67 root - INFO - Performed train test split on the dataframe
[ 2026-04-10 13:16:04,412 ] 68 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-04-10 13:16:04,413 ] 71 root - INFO - Exporting train and test file path.
[ 2026-04-10 13:16:04,465 ] 77 root - INFO - Exported train and test file path.
[ 2026-04-10 13:16:04,466 ] 21 root - INFO - Data Initiation completed
[ 2026-04-10 13:16:04,471 ] 26 root - INFO - Intitate the data validation
[ 2026-04-10 13:16:04,582 ] 33 root - INFO - Required number of columns:2
[ 2026-04-10 13:16:04,582 ] 34 root - INFO - Dataframe has columns;31
[ 2026-04-10 13:16:04,582 ] 33 root - INFO - Required number of columns:2
[ 2026-04-10 13:16:04,582 ] 34 root - INFO - Dataframe has columns;31
[ 2026-04-10 13:16:04,708 ] 28 root - INFO - Data validation completed
[ 2026-04-10 13:16:04,709 ] 32 root - INFO - Data Transformation started
[ 2026-04-10 13:16:04,709 ] 49 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-04-10 13:16:04,709 ] 51 root - INFO - Starting Data Transformation
[ 2026-04-10 13:16:04,734 ] 34 root - INFO - Entered get_data_transformer object method of Transformation class
[ 2026-04-10 13:16:04,734 ] 39 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-04-10 13:16:04,745 ] 50 root - INFO - Entered the save_object method of MainUtils class
[ 2026-04-10 13:16:04,750 ] 54 root - INFO - Exited the save_object method of MainUtils class
[ 2026-04-10 13:16:04,751 ] 36 root - INFO - Data Transformation completed
[ 2026-04-10 13:16:04,751 ] 38 root - INFO - Model Training sstared
